date,user_id,state,device,source,medium,sessions,purchases
2026-01-18,U0058,TX,mobile,google,organic,1,0
2026-01-18,U0076,NY,tablet,google,organic,3,0
2026-01-18,U0084,NY,desktop,google,cpc,2,0
2026-01-18,U0090,GA,desktop,instagram,paid_social,4,0
2026-01-18,U0135,NY,desktop,google,cpc,3,0
2026-01-18,U0139,NJ,desktop,direct,(none),3,0
2026-01-18,U0141,VA,desktop,direct,(none),1,0
2026-01-18,U0156,VA,desktop,facebook,paid_social,1,0
2026-01-18,U0166,PA,mobile,google,organic,2,0
2026-01-18,U0219,WA,desktop,direct,(none),1,0
2026-01-18,U0249,PA,desktop,bing,cpc,4,0
2026-01-18,U0325,TX,tablet,email,email,3,1
2026-01-18,U0368,WA,mobile,facebook,paid_social,2,0
2026-01-18,U0388,GA,desktop,google,organic,2,0
2026-01-18,U0439,WA,mobile,google,organic,4,1
2026-01-18,U0444,OH,desktop,newsletter,email,1,0
2026-01-18,U0455,MA,mobile,bing,cpc,1,0
2026-01-18,U0459,TX,mobile,google,organic,3,0
2026-01-18,U0468,CA,mobile,email,email,2,0
2026-01-18,U0474,GA,mobile,google,organic,2,0
2026-01-19,U0006,NJ,mobile,direct,(none),6,0
2026-01-19,U0030,CA,mobile,email,email,3,0
2026-01-19,U0038,NC,tablet,bing,cpc,2,0
2026-01-19,U0041,CA,mobile,google,cpc,3,0
2026-01-19,U0079,FL,mobile,direct,(none),3,0
2026-01-19,U0095,CA,mobile,google,cpc,1,0
2026-01-19,U0102,IL,mobile,google,cpc,3,0
2026-01-19,U0105,NJ,mobile,google,cpc,2,0
2026-01-19,U0124,AZ,desktop,partner_blog,referral,1,0
2026-01-19,U0134,NY,mobile,google,organic,1,0
2026-01-19,U0158,NJ,desktop,facebook,paid_social,4,0
2026-01-19,U0177,CA,mobile,direct,(none),2,0
2026-01-19,U0206,NY,mobile,google,organic,2,0
2026-01-19,U0223,VA,desktop,google,organic,3,0
2026-01-19,U0265,IL,mobile,google,cpc,3,0
2026-01-19,U0266,VA,mobile,direct,(none),2,0
2026-01-19,U0303,TX,tablet,google,organic,3,0
2026-01-19,U0365,NJ,mobile,google,organic,2,0
2026-01-19,U0372,TX,mobile,bing,cpc,1,0
2026-01-19,U0385,VA,mobile,google,cpc,1,0
2026-01-19,U0399,WA,mobile,email,email,2,1
2026-01-19,U0405,IL,desktop,email,email,4,1
2026-01-19,U0416,NJ,desktop,email,email,4,0
2026-01-19,U0446,NJ,mobile,facebook,paid_social,2,0
2026-01-19,U0452,NY,tablet,google,cpc,3,0
2026-01-19,U0463,WA,mobile,instagram,paid_social,3,0
2026-01-19,U0468,CA,mobile,email,email,1,0
2026-01-19,U0470,NC,desktop,google,cpc,2,0
2026-01-19,U0486,CA,desktop,facebook,paid_social,4,0
2026-01-20,U0007,OH,mobile,google,organic,2,0
2026-01-20,U0042,IL,mobile,partner_blog,referral,1,0
2026-01-20,U0099,PA,mobile,google,organic,2,0
2026-01-20,U0101,OH,desktop,direct,(none),1,0
2026-01-20,U0133,MA,mobile,google,cpc,4,0
2026-01-20,U0148,OH,desktop,google,cpc,4,0
2026-01-20,U0158,NJ,desktop,facebook,paid_social,3,0
2026-01-20,U0165,TX,tablet,direct,(none),3,0
2026-01-20,U0191,NY,mobile,direct,(none),4,0
2026-01-20,U0244,CO,mobile,facebook,paid_social,1,0
2026-01-20,U0298,NC,tablet,facebook,paid_social,1,0
2026-01-20,U0299,NY,mobile,google,organic,2,0
2026-01-20,U0327,WA,desktop,affiliate,referral,2,0
2026-01-20,U0375,VA,mobile,facebook,paid_social,3,0
2026-01-20,U0389,CA,mobile,google,organic,2,0
2026-01-20,U0398,WA,mobile,google,organic,2,0
2026-01-20,U0404,CA,desktop,google,organic,1,0
2026-01-20,U0439,WA,mobile,google,organic,5,0
2026-01-20,U0460,WA,desktop,google,organic,1,0
2026-01-20,U0477,VA,mobile,google,organic,1,0
2026-01-20,U0489,OH,mobile,email,email,6,0
2026-01-21,U0028,CO,mobile,google,cpc,2,0
2026-01-21,U0036,GA,mobile,google,cpc,2,0
2026-01-21,U0039,GA,mobile,direct,(none),2,0
2026-01-21,U0042,IL,mobile,partner_blog,referral,1,0
2026-01-21,U0052,FL,desktop,google,cpc,1,0
2026-01-21,U0057,NY,mobile,email,email,2,0
2026-01-21,U0077,VA,desktop,direct,(none),2,1
2026-01-21,U0125,CA,tablet,bing,cpc,2,0
2026-01-21,U0142,NC,mobile,newsletter,email,1,0
2026-01-21,U0147,GA,mobile,google,organic,2,0
2026-01-21,U0148,OH,desktop,google,cpc,2,0
2026-01-21,U0171,OH,desktop,facebook,paid_social,2,0
2026-01-21,U0185,PA,desktop,google,cpc,3,0
2026-01-21,U0190,CA,tablet,google,organic,2,0
2026-01-21,U0207,TX,mobile,instagram,paid_social,2,0
2026-01-21,U0224,WA,mobile,google,organic,3,0
2026-01-21,U0270,PA,desktop,bing,cpc,2,0
2026-01-21,U0278,NC,desktop,email,email,2,0
2026-01-21,U0285,CA,desktop,google,cpc,2,0
2026-01-21,U0316,TX,mobile,bing,cpc,3,0
2026-01-21,U0322,TX,mobile,facebook,paid_social,2,0
2026-01-21,U0329,TX,mobile,email,email,2,0
2026-01-21,U0336,OH,desktop,google,organic,3,0
2026-01-21,U0346,TX,desktop,newsletter,email,2,0
2026-01-21,U0361,CA,desktop,google,cpc,2,0
2026-01-21,U0374,TX,desktop,direct,(none),3,0
2026-01-21,U0401,FL,mobile,google,organic,2,0
2026-01-21,U0405,IL,desktop,email,email,1,0
2026-01-21,U0445,NC,desktop,google,organic,4,0
2026-01-21,U0452,NY,tablet,google,cpc,2,0
2026-01-21,U0497,FL,desktop,google,cpc,3,0
2026-01-22,U0024,IL,desktop,google,organic,2,0
2026-01-22,U0038,NC,tablet,bing,cpc,2,0
2026-01-22,U0041,CA,mobile,google,cpc,3,0
2026-01-22,U0047,IL,desktop,instagram,paid_social,2,0
2026-01-22,U0062,FL,mobile,google,organic,2,0
2026-01-22,U0064,VA,desktop,google,organic,1,0
2026-01-22,U0073,TX,mobile,direct,(none),2,0
2026-01-22,U0075,NJ,desktop,newsletter,email,2,1
2026-01-22,U0082,CA,mobile,google,cpc,2,0
2026-01-22,U0103,CA,desktop,google,cpc,2,0
2026-01-22,U0131,CA,mobile,facebook,paid_social,2,0
2026-01-22,U0175,CA,mobile,google,cpc,1,0
2026-01-22,U0206,NY,mobile,google,organic,1,0
2026-01-22,U0214,TX,mobile,email,email,2,1
2026-01-22,U0222,WA,mobile,google,cpc,2,0
2026-01-22,U0240,IL,mobile,direct,(none),6,0
2026-01-22,U0255,WA,desktop,facebook,paid_social,3,1
2026-01-22,U0258,TX,tablet,direct,(none),2,0
2026-01-22,U0269,TX,mobile,bing,cpc,1,0
2026-01-22,U0316,TX,mobile,bing,cpc,1,0
2026-01-22,U0333,FL,mobile,affiliate,referral,2,0
2026-01-22,U0348,CA,mobile,newsletter,email,3,0
2026-01-22,U0350,CA,mobile,google,organic,2,0
2026-01-22,U0369,AZ,mobile,google,cpc,2,0
2026-01-22,U0391,FL,mobile,affiliate,referral,2,0
2026-01-22,U0392,CO,mobile,google,organic,2,0
2026-01-22,U0407,NY,desktop,bing,cpc,1,0
2026-01-22,U0426,AZ,mobile,google,organic,4,0
2026-01-22,U0447,NY,desktop,facebook,paid_social,4,0
2026-01-22,U0451,NC,desktop,newsletter,email,2,0
2026-01-22,U0473,PA,desktop,affiliate,referral,3,0
2026-01-23,U0011,TX,mobile,direct,(none),2,0
2026-01-23,U0012,GA,mobile,google,cpc,1,0
2026-01-23,U0083,AZ,mobile,direct,(none),2,0
2026-01-23,U0085,NY,mobile,partner_blog,referral,2,0
2026-01-23,U0096,FL,mobile,instagram,paid_social,3,0
2026-01-23,U0110,MA,mobile,instagram,paid_social,5,0
2026-01-23,U0117,FL,mobile,google,cpc,3,0
2026-01-23,U0132,NY,mobile,facebook,paid_social,2,0
2026-01-23,U0149,NJ,tablet,bing,cpc,2,0
2026-01-23,U0171,OH,desktop,facebook,paid_social,3,0
2026-01-23,U0192,CA,desktop,google,organic,3,0
2026-01-23,U0223,VA,desktop,google,organic,2,0
2026-01-23,U0226,VA,desktop,partner_blog,referral,2,0
2026-01-23,U0232,CA,mobile,bing,cpc,4,0
2026-01-23,U0233,TX,mobile,newsletter,email,2,0
2026-01-23,U0258,TX,tablet,direct,(none),1,0
2026-01-23,U0262,MA,mobile,google,cpc,4,0
2026-01-23,U0267,NJ,mobile,google,organic,2,0
2026-01-23,U0308,CA,mobile,google,organic,3,0
2026-01-23,U0318,OH,mobile,google,organic,3,0
2026-01-23,U0341,NY,mobile,bing,cpc,2,0
2026-01-23,U0352,NJ,mobile,google,cpc,2,1
2026-01-23,U0355,TX,mobile,google,organic,1,0
2026-01-23,U0406,TX,mobile,google,organic,3,0
2026-01-23,U0418,WA,mobile,google,organic,1,0
2026-01-23,U0422,PA,mobile,newsletter,email,4,0
2026-01-23,U0450,NY,desktop,google,organic,2,0
2026-01-23,U0458,CA,desktop,direct,(none),2,0
2026-01-24,U0025,CA,mobile,google,organic,2,0
2026-01-24,U0031,CA,desktop,bing,cpc,5,0
2026-01-24,U0033,TX,mobile,google,organic,4,0
2026-01-24,U0041,CA,mobile,google,cpc,2,0
2026-01-24,U0070,IL,mobile,google,cpc,2,0
2026-01-24,U0098,FL,mobile,direct,(none),2,0
2026-01-24,U0152,CO,desktop,email,email,2,1
2026-01-24,U0158,NJ,desktop,facebook,paid_social,1,0
2026-01-24,U0200,TX,mobile,direct,(none),2,0
2026-01-24,U0214,TX,mobile,email,email,2,0
2026-01-24,U0226,VA,desktop,partner_blog,referral,2,0
2026-01-24,U0260,CA,desktop,google,organic,1,0
2026-01-24,U0284,VA,desktop,facebook,paid_social,2,0
2026-01-24,U0300,TX,mobile,google,organic,2,0
2026-01-24,U0304,NY,tablet,direct,(none),4,0
2026-01-24,U0372,TX,mobile,bing,cpc,2,0
2026-01-24,U0389,CA,mobile,google,organic,1,0
2026-01-24,U0393,AZ,mobile,google,cpc,3,0
2026-01-24,U0429,OH,mobile,newsletter,email,2,0
2026-01-24,U0435,OH,desktop,google,cpc,3,0
2026-01-24,U0458,CA,desktop,direct,(none),3,0
2026-01-24,U0485,CA,desktop,google,cpc,2,0
2026-01-24,U0494,VA,desktop,instagram,paid_social,3,0
2026-01-25,U0010,GA,mobile,affiliate,referral,3,0
2026-01-25,U0015,IL,desktop,google,organic,3,0
2026-01-25,U0017,MA,desktop,affiliate,referral,3,0
2026-01-25,U0018,WA,desktop,google,organic,3,0
2026-01-25,U0030,CA,mobile,email,email,4,0
2026-01-25,U0034,CA,desktop,bing,cpc,2,0
2026-01-25,U0082,CA,mobile,google,cpc,2,0
2026-01-25,U0093,CA,mobile,google,organic,2,1
2026-01-25,U0144,TX,tablet,google,organic,1,0
2026-01-25,U0174,CA,mobile,google,organic,2,1
2026-01-25,U0209,TX,mobile,google,cpc,2,0
2026-01-25,U0296,NY,mobile,google,organic,1,0
2026-01-25,U0308,CA,mobile,google,organic,2,0
2026-01-25,U0321,CA,mobile,affiliate,referral,3,0
2026-01-25,U0331,NC,mobile,direct,(none),2,0
2026-01-25,U0334,PA,mobile,google,cpc,1,0
2026-01-25,U0345,CA,mobile,google,cpc,4,0
2026-01-25,U0384,VA,mobile,google,organic,3,0
2026-01-25,U0420,TX,tablet,email,email,2,0
2026-01-25,U0480,CA,mobile,affiliate,referral,2,0
2026-01-25,U0497,FL,desktop,google,cpc,2,0
2026-01-25,U0498,NC,tablet,google,organic,4,0
2026-01-26,U0002,TX,mobile,instagram,paid_social,3,0
2026-01-26,U0014,NC,mobile,direct,(none),2,1
2026-01-26,U0069,NC,desktop,direct,(none),2,0
2026-01-26,U0079,FL,mobile,direct,(none),2,0
2026-01-26,U0106,FL,mobile,facebook,paid_social,4,0
2026-01-26,U0121,CA,mobile,instagram,paid_social,4,0
2026-01-26,U0130,GA,desktop,facebook,paid_social,2,0
2026-01-26,U0150,AZ,mobile,google,cpc,3,0
2026-01-26,U0199,NY,mobile,affiliate,referral,1,0
2026-01-26,U0205,CA,desktop,google,organic,2,1
2026-01-26,U0220,GA,mobile,google,organic,3,0
2026-01-26,U0224,WA,mobile,google,organic,1,0
2026-01-26,U0230,CA,mobile,instagram,paid_social,2,0
2026-01-26,U0244,CO,mobile,facebook,paid_social,3,0
2026-01-26,U0261,NC,mobile,google,cpc,2,0
2026-01-26,U0291,NJ,mobile,direct,(none),2,0
2026-01-26,U0298,NC,tablet,facebook,paid_social,3,0
2026-01-26,U0303,TX,tablet,google,organic,4,0
2026-01-26,U0304,NY,tablet,direct,(none),2,0
2026-01-26,U0311,OH,mobile,instagram,paid_social,3,0
2026-01-26,U0318,OH,mobile,google,organic,3,0
2026-01-26,U0333,FL,mobile,affiliate,referral,1,0
2026-01-26,U0347,TX,desktop,email,email,1,0
2026-01-26,U0385,VA,mobile,google,cpc,1,0
2026-01-26,U0412,NY,desktop,google,organic,3,0
2026-01-26,U0425,FL,desktop,direct,(none),1,0
2026-01-26,U0439,WA,mobile,google,organic,1,0
2026-01-26,U0444,OH,desktop,newsletter,email,2,0
2026-01-27,U0007,OH,mobile,google,organic,1,0
2026-01-27,U0023,NJ,desktop,google,organic,4,0
2026-01-27,U0045,IL,desktop,google,cpc,2,0
2026-01-27,U0053,WA,mobile,partner_blog,referral,3,0
2026-01-27,U0097,NY,mobile,google,cpc,1,0
2026-01-27,U0108,NY,mobile,direct,(none),1,0
2026-01-27,U0126,PA,mobile,direct,(none),3,0
2026-01-27,U0129,CO,desktop,direct,(none),2,0
2026-01-27,U0136,CA,mobile,google,organic,2,0
2026-01-27,U0173,IL,desktop,newsletter,email,2,0
2026-01-27,U0182,OH,desktop,direct,(none),2,1
2026-01-27,U0221,IL,tablet,affiliate,referral,1,0
2026-01-27,U0226,VA,desktop,partner_blog,referral,3,0
2026-01-27,U0272,NY,mobile,google,organic,1,0
2026-01-27,U0274,CA,mobile,direct,(none),4,0
2026-01-27,U0276,WA,desktop,direct,(none),4,2
2026-01-27,U0279,CA,mobile,bing,cpc,1,0
2026-01-27,U0280,FL,mobile,direct,(none),1,0
2026-01-27,U0296,NY,mobile,google,organic,3,0
2026-01-27,U0299,NY,mobile,google,organic,2,0
2026-01-27,U0307,CA,mobile,google,cpc,1,0
2026-01-27,U0310,IL,mobile,google,organic,3,0
2026-01-27,U0320,FL,desktop,google,organic,2,0
2026-01-27,U0346,TX,desktop,newsletter,email,2,1
2026-01-27,U0356,VA,desktop,email,email,2,1
2026-01-27,U0363,FL,mobile,google,cpc,2,0
2026-01-27,U0366,NY,tablet,direct,(none),4,0
2026-01-27,U0372,TX,mobile,bing,cpc,2,0
2026-01-27,U0380,GA,mobile,google,cpc,2,0
2026-01-27,U0403,NY,mobile,direct,(none),1,1
2026-01-27,U0408,WA,desktop,google,organic,2,0
2026-01-27,U0425,FL,desktop,direct,(none),2,0
2026-01-27,U0437,CA,tablet,google,cpc,1,0
2026-01-27,U0464,PA,mobile,google,cpc,2,0
2026-01-27,U0472,PA,desktop,google,organic,5,0
2026-01-27,U0493,MA,mobile,direct,(none),4,0
2026-01-28,U0008,TX,tablet,email,email,3,0
2026-01-28,U0014,NC,mobile,direct,(none),2,0
2026-01-28,U0051,CA,mobile,facebook,paid_social,1,1
2026-01-28,U0088,CA,desktop,partner_blog,referral,4,0
2026-01-28,U0106,FL,mobile,facebook,paid_social,1,0
2026-01-28,U0122,NY,mobile,affiliate,referral,1,0
2026-01-28,U0161,CA,desktop,facebook,paid_social,2,0
2026-01-28,U0193,NY,mobile,google,organic,3,0
2026-01-28,U0197,CA,desktop,direct,(none),4,1
2026-01-28,U0228,NY,mobile,email,email,1,0
2026-01-28,U0234,PA,tablet,direct,(none),1,0
2026-01-28,U0242,FL,desktop,google,organic,2,0
2026-01-28,U0255,WA,desktop,facebook,paid_social,4,0
2026-01-28,U0275,CA,desktop,email,email,2,0
2026-01-28,U0285,CA,desktop,google,cpc,1,0
2026-01-28,U0313,CA,mobile,email,email,1,0
2026-01-28,U0337,OH,mobile,direct,(none),1,0
2026-01-28,U0339,TX,desktop,bing,cpc,1,0
2026-01-28,U0354,NY,mobile,google,organic,3,0
2026-01-28,U0381,TX,tablet,instagram,paid_social,2,0
2026-01-28,U0425,FL,desktop,direct,(none),4,0
2026-01-28,U0441,NY,tablet,google,organic,2,0
2026-01-28,U0442,AZ,mobile,facebook,paid_social,1,0
2026-01-28,U0450,NY,desktop,google,organic,4,1
2026-01-28,U0469,NY,mobile,direct,(none),3,0
2026-01-29,U0021,OH,mobile,instagram,paid_social,3,0
2026-01-29,U0035,AZ,desktop,direct,(none),3,0
2026-01-29,U0036,GA,mobile,google,cpc,3,0
2026-01-29,U0055,NY,mobile,instagram,paid_social,2,0
2026-01-29,U0062,FL,mobile,google,organic,4,0
2026-01-29,U0069,NC,desktop,direct,(none),1,0
2026-01-29,U0078,WA,mobile,direct,(none),3,0
2026-01-29,U0082,CA,mobile,google,cpc,2,0
2026-01-29,U0100,NC,desktop,direct,(none),2,0
2026-01-29,U0113,NY,mobile,direct,(none),3,2
2026-01-29,U0128,IL,mobile,google,organic,1,0
2026-01-29,U0130,GA,desktop,facebook,paid_social,3,0
2026-01-29,U0193,NY,mobile,google,organic,3,0
2026-01-29,U0198,CA,desktop,instagram,paid_social,3,0
2026-01-29,U0211,NC,mobile,google,organic,4,0
2026-01-29,U0224,WA,mobile,google,organic,3,1
2026-01-29,U0240,IL,mobile,direct,(none),1,0
2026-01-29,U0256,TX,mobile,google,organic,3,0
2026-01-29,U0257,NC,mobile,facebook,paid_social,2,0
2026-01-29,U0282,GA,mobile,direct,(none),2,0
2026-01-29,U0298,NC,tablet,facebook,paid_social,2,0
2026-01-29,U0314,NC,desktop,direct,(none),2,0
2026-01-29,U0318,OH,mobile,google,organic,3,0
2026-01-29,U0343,WA,desktop,direct,(none),2,0
2026-01-29,U0345,CA,mobile,google,cpc,2,0
2026-01-29,U0359,NC,desktop,google,organic,2,0
2026-01-29,U0385,VA,mobile,google,cpc,1,0
2026-01-29,U0394,TX,mobile,direct,(none),2,0
2026-01-29,U0456,IL,mobile,google,cpc,1,0
2026-01-29,U0459,TX,mobile,google,organic,2,0
2026-01-29,U0467,NY,desktop,google,cpc,2,0
2026-01-29,U0492,TX,mobile,bing,cpc,3,0
2026-01-30,U0003,CA,desktop,newsletter,email,5,0
2026-01-30,U0022,CA,mobile,google,cpc,4,0
2026-01-30,U0058,TX,mobile,google,organic,2,0
2026-01-30,U0073,TX,mobile,direct,(none),3,0
2026-01-30,U0079,FL,mobile,direct,(none),1,0
2026-01-30,U0080,MA,desktop,bing,cpc,3,0
2026-01-30,U0093,CA,mobile,google,organic,2,0
2026-01-30,U0161,CA,desktop,facebook,paid_social,1,0
2026-01-30,U0163,TX,desktop,google,organic,5,0
2026-01-30,U0164,CA,mobile,instagram,paid_social,1,0
2026-01-30,U0174,CA,mobile,google,organic,2,1
2026-01-30,U0181,TX,desktop,google,organic,1,0
2026-01-30,U0199,NY,mobile,affiliate,referral,4,1
2026-01-30,U0260,CA,desktop,google,organic,2,0
2026-01-30,U0262,MA,mobile,google,cpc,4,0
2026-01-30,U0304,NY,tablet,direct,(none),1,0
2026-01-30,U0313,CA,mobile,email,email,2,1
2026-01-30,U0349,GA,mobile,facebook,paid_social,1,0
2026-01-30,U0366,NY,tablet,direct,(none),2,0
2026-01-30,U0388,GA,desktop,google,organic,3,0
2026-01-30,U0396,MA,mobile,bing,cpc,3,0
2026-01-30,U0404,CA,desktop,google,organic,1,0
2026-01-30,U0438,NY,mobile,google,cpc,1,0
2026-01-30,U0444,OH,desktop,newsletter,email,2,0
2026-01-30,U0449,FL,mobile,google,cpc,2,0
2026-01-30,U0457,PA,tablet,google,organic,2,0
2026-01-30,U0459,TX,mobile,google,organic,4,0
2026-01-30,U0476,NY,mobile,google,organic,3,1
2026-01-30,U0484,GA,mobile,google,cpc,5,0
2026-01-30,U0487,FL,tablet,email,email,3,0
2026-01-31,U0004,CA,mobile,google,cpc,2,0
2026-01-31,U0026,WA,desktop,google,organic,4,0
2026-01-31,U0029,CA,mobile,facebook,paid_social,1,0
2026-01-31,U0042,IL,mobile,partner_blog,referral,1,0
2026-01-31,U0059,CA,mobile,partner_blog,referral,4,0
2026-01-31,U0074,CA,mobile,google,cpc,1,0
2026-01-31,U0096,FL,mobile,instagram,paid_social,3,0
2026-01-31,U0115,FL,desktop,facebook,paid_social,3,0
2026-01-31,U0117,FL,mobile,google,cpc,2,0
2026-01-31,U0122,NY,mobile,affiliate,referral,2,1
2026-01-31,U0123,NJ,mobile,email,email,1,0
2026-01-31,U0181,TX,desktop,google,organic,2,0
2026-01-31,U0202,GA,mobile,instagram,paid_social,5,0
2026-01-31,U0213,AZ,desktop,facebook,paid_social,2,0
2026-01-31,U0225,PA,mobile,google,cpc,1,0
2026-01-31,U0264,TX,mobile,google,organic,2,0
2026-01-31,U0283,CA,mobile,google,organic,3,0
2026-01-31,U0292,FL,mobile,google,cpc,2,0
2026-01-31,U0295,CA,mobile,google,cpc,1,0
2026-01-31,U0306,TX,mobile,google,cpc,2,0
2026-01-31,U0330,NY,desktop,email,email,3,1
2026-01-31,U0335,AZ,mobile,google,organic,2,0
2026-01-31,U0368,WA,mobile,facebook,paid_social,1,0
2026-01-31,U0383,NJ,mobile,google,organic,2,0
2026-01-31,U0414,NY,desktop,direct,(none),1,1
2026-01-31,U0423,GA,mobile,direct,(none),1,0
2026-01-31,U0492,TX,mobile,bing,cpc,1,0
2026-01-31,U0494,VA,desktop,instagram,paid_social,3,1
2026-02-01,U0507,VA,desktop,facebook,paid_social,3,0
2026-02-01,U0527,TX,mobile,google,organic,2,0
2026-02-01,U0557,CO,desktop,direct,(none),1,1
2026-02-01,U0564,OH,desktop,google,organic,2,0
2026-02-01,U0579,NY,mobile,partner_blog,referral,2,0
2026-02-01,U0590,NY,desktop,google,cpc,1,0
2026-02-01,U0598,TX,desktop,facebook,paid_social,3,0
2026-02-01,U0599,TX,mobile,instagram,paid_social,4,0
2026-02-01,U0610,NC,mobile,google,cpc,2,0
2026-02-01,U0627,CA,tablet,facebook,paid_social,2,0
2026-02-01,U0652,IL,desktop,email,email,1,0
2026-02-01,U0697,CO,desktop,google,organic,3,0
2026-02-01,U0773,PA,desktop,instagram,paid_social,2,0
2026-02-01,U0784,OH,desktop,direct,(none),3,1
2026-02-01,U0785,FL,tablet,google,cpc,3,0
2026-02-01,U0798,PA,mobile,direct,(none),2,0
2026-02-01,U0817,VA,mobile,direct,(none),1,0
2026-02-01,U0818,TX,tablet,direct,(none),1,0
2026-02-01,U0821,PA,desktop,google,cpc,2,1
2026-02-01,U0830,AZ,mobile,newsletter,email,3,0
2026-02-01,U0841,FL,mobile,google,organic,2,0
2026-02-01,U0844,TX,mobile,instagram,paid_social,3,0
2026-02-01,U0847,CA,mobile,affiliate,referral,3,0
2026-02-01,U0850,IL,mobile,google,organic,2,0
2026-02-01,U0870,GA,desktop,direct,(none),2,0
2026-02-01,U0880,FL,mobile,google,cpc,2,0
2026-02-01,U0905,VA,desktop,bing,cpc,4,1
2026-02-01,U0914,MA,desktop,instagram,paid_social,3,0
2026-02-01,U0926,FL,mobile,instagram,paid_social,2,0
2026-02-01,U0983,CA,desktop,google,cpc,3,0
2026-02-01,U0989,TX,mobile,google,organic,1,0
2026-02-01,U0994,IL,mobile,google,cpc,1,0
2026-02-01,U0995,CA,mobile,google,organic,3,0
2026-02-01,U1000,CA,desktop,instagram,paid_social,1,0
2026-02-02,U0528,TX,mobile,direct,(none),2,0
2026-02-02,U0547,NY,mobile,facebook,paid_social,3,0
2026-02-02,U0554,CA,mobile,google,cpc,1,0
2026-02-02,U0560,TX,desktop,direct,(none),2,0
2026-02-02,U0583,PA,mobile,google,cpc,3,0
2026-02-02,U0584,MA,mobile,google,organic,2,0
2026-02-02,U0594,FL,desktop,newsletter,email,2,0
2026-02-02,U0598,TX,desktop,facebook,paid_social,2,1
2026-02-02,U0608,AZ,mobile,newsletter,email,3,0
2026-02-02,U0632,WA,mobile,google,organic,3,0
2026-02-02,U0636,TX,mobile,direct,(none),2,0
2026-02-02,U0647,NC,mobile,google,cpc,3,0
2026-02-02,U0655,CA,mobile,google,organic,1,0
2026-02-02,U0658,NY,mobile,facebook,paid_social,4,0
2026-02-02,U0674,CA,mobile,google,cpc,2,0
2026-02-02,U0691,TX,desktop,bing,cpc,1,0
2026-02-02,U0694,WA,desktop,email,email,1,0
2026-02-02,U0718,NJ,mobile,google,cpc,1,0
2026-02-02,U0723,CA,mobile,instagram,paid_social,2,0
2026-02-02,U0733,IL,desktop,google,cpc,2,0
2026-02-02,U0756,CA,mobile,google,cpc,1,0
2026-02-02,U0757,NY,desktop,instagram,paid_social,1,0
2026-02-02,U0763,NJ,desktop,instagram,paid_social,2,0
2026-02-02,U0793,NJ,mobile,direct,(none),3,0
2026-02-02,U0798,PA,mobile,direct,(none),2,0
2026-02-02,U0837,TX,mobile,facebook,paid_social,2,0
2026-02-02,U0840,TX,mobile,instagram,paid_social,1,0
2026-02-02,U0860,FL,mobile,google,organic,3,0
2026-02-02,U0863,CA,mobile,google,organic,2,0
2026-02-02,U0866,PA,mobile,facebook,paid_social,1,0
2026-02-02,U0870,GA,desktop,direct,(none),4,0
2026-02-02,U0897,NY,mobile,google,organic,2,1
2026-02-02,U0933,WA,desktop,google,organic,2,0
2026-02-02,U0939,IL,mobile,instagram,paid_social,3,0
2026-02-02,U0940,TX,desktop,facebook,paid_social,2,0
2026-02-02,U0949,IL,mobile,instagram,paid_social,1,0
2026-02-02,U0958,FL,desktop,instagram,paid_social,3,0
2026-02-02,U0972,WA,mobile,email,email,3,0
2026-02-03,U0513,CA,desktop,direct,(none),1,0
2026-02-03,U0520,NJ,mobile,instagram,paid_social,1,0
2026-02-03,U0521,MA,desktop,google,organic,2,0
2026-02-03,U0522,IL,mobile,google,cpc,2,0
2026-02-03,U0542,PA,desktop,google,organic,2,0
2026-02-03,U0544,IL,desktop,google,organic,1,0
2026-02-03,U0565,WA,mobile,google,cpc,4,0
2026-02-03,U0566,NJ,desktop,facebook,paid_social,1,0
2026-02-03,U0573,MA,tablet,direct,(none),3,0
2026-02-03,U0578,VA,mobile,instagram,paid_social,2,0
2026-02-03,U0593,NC,desktop,instagram,paid_social,4,0
2026-02-03,U0606,WA,mobile,google,organic,2,0
2026-02-03,U0618,TX,mobile,google,cpc,2,0
2026-02-03,U0625,CO,mobile,bing,cpc,2,0
2026-02-03,U0628,NY,desktop,facebook,paid_social,1,0
2026-02-03,U0714,IL,mobile,google,organic,4,0
2026-02-03,U0718,NJ,mobile,google,cpc,2,0
2026-02-03,U0766,WA,mobile,email,email,1,0
2026-02-03,U0771,WA,mobile,affiliate,referral,1,0
2026-02-03,U0772,IL,mobile,google,organic,1,0
2026-02-03,U0777,TX,desktop,google,organic,1,0
2026-02-03,U0808,VA,mobile,google,organic,1,0
2026-02-03,U0817,VA,mobile,direct,(none),1,0
2026-02-03,U0822,IL,tablet,direct,(none),5,0
2026-02-03,U0824,TX,mobile,direct,(none),2,0
2026-02-03,U0862,FL,mobile,instagram,paid_social,3,1
2026-02-03,U0868,CA,mobile,google,organic,1,0
2026-02-03,U0890,IL,mobile,email,email,1,0
2026-02-03,U0897,NY,mobile,google,organic,1,0
2026-02-03,U0902,NC,desktop,direct,(none),4,0
2026-02-03,U0903,IL,mobile,bing,cpc,2,0
2026-02-03,U0904,NY,mobile,direct,(none),2,0
2026-02-03,U0921,CA,mobile,partner_blog,referral,3,1
2026-02-03,U0927,NY,mobile,facebook,paid_social,2,0
2026-02-03,U0935,FL,tablet,google,organic,2,0
